Entry	Entry name	Gene names	EC number
P34059	GALNS_HUMAN	GALNS	3.1.6.4
P15586	GNS_HUMAN	GNS	3.1.6.14
Q8WU03	GLYL2_HUMAN	GLYATL2	2.3.1.13
P34896	GLYC_HUMAN	SHMT1	2.1.2.1
Q8WTQ7	GRK7_HUMAN	GRK7 GPRK7	2.7.11.14
Q9NRZ9	HELLS_HUMAN	HELLS PASG SMARCA6 Nbla10143	3.6.4.-
Q8IVU3	HERC6_HUMAN	HERC6	2.3.2.26
P42694	HELZ_HUMAN	HELZ DRHC KIAA0054	3.6.4.-
Q96NU7	HUTI_HUMAN	AMDHD1 HMFT1272	3.5.2.7
P49674	KC1E_HUMAN	CSNK1E	2.7.11.1
Q8NF37	PCAT1_HUMAN	LPCAT1 AYTL2 PFAAP3	2.3.1.23; 2.3.1.51; 2.3.1.25; 2.3.1.67
Q8TE04	PANK1_HUMAN	PANK1 PANK	2.7.1.33
A0A0B4J2A2	PAL4C_HUMAN	PPIAL4C	5.2.1.8
Q5SRE7	PHYD1_HUMAN	PHYHD1	1.-.-.-
O75928	PIAS2_HUMAN	PIAS2 PIASX	2.3.2.-
P08237	PFKAM_HUMAN	PFKM PFKX	2.7.1.11
Q8N2A8	PLD6_HUMAN	PLD6	3.1.-.-
Q16512	PKN1_HUMAN	PKN1 PAK1 PKN PRK1 PRKCL1	2.7.11.13
Q4J6C6	PPCEL_HUMAN	PREPL KIAA0436	3.4.21.-
Q5VTY9	HHAT_HUMAN	HHAT MART2 SKI1	2.3.1.-
Q5T0T0	MARH8_HUMAN	MARCHF8 MARCH8 MIR RNF178	2.3.2.27
Q13907	IDI1_HUMAN	IDI1	5.3.3.2
P10721	KIT_HUMAN	KIT SCFR	2.7.10.1
P06870	KLK1_HUMAN	KLK1	3.4.21.35
P30613	KPYR_HUMAN	PKLR PK1 PKL	2.7.1.40
O94953	KDM4B_HUMAN	KDM4B JHDM3B JMJD2B KIAA0876	1.14.11.66
P53582	MAP11_HUMAN	METAP1 KIAA0094	3.4.11.18
Q8IW41	MAPK5_HUMAN	MAPKAPK5 PRAK	2.7.11.1
Q02779	M3K10_HUMAN	MAP3K10 MLK2 MST	2.7.11.25
Q68D91	MBLC2_HUMAN	MBLAC2	3.-.-.-
Q96AX9	MIB2_HUMAN	MIB2 SKD ZZANK1	2.3.2.27
P34949	MPI_HUMAN	MPI PMI1	5.3.1.8
Q8IXL7	MSRB3_HUMAN	MSRB3 UNQ1965/PRO4487	1.8.4.12; 1.8.4.14
Q96E22	NGBR_HUMAN	NUS1 C6orf68 NGBR	2.5.1.87
Q9NWW6	NRK1_HUMAN	NMRK1 C9orf95 NRK1	2.7.1.22; 2.7.1.173
P26439	3BHS2_HUMAN	HSD3B2 HSDB3B	1.1.1.145; 5.3.3.1
P22760	AAAD_HUMAN	AADAC DAC	3.1.1.3
P37023	ACVL1_HUMAN	ACVRL1 ACVRLK1 ALK1	2.7.11.30
P36896	ACV1B_HUMAN	ACVR1B ACVRLK4 ALK4	2.7.11.30
P40394	ADH7_HUMAN	ADH7	1.1.1.105; 1.1.1.1; 1.1.1.66
O60503	ADCY9_HUMAN	ADCY9 KIAA0520	4.6.1.1
Q5U4P2	ASPH1_HUMAN	ASPHD1	1.14.11.-
O95671	ASML_HUMAN	ASMTL	3.6.1.9; 2.1.1.-
P20020	AT2B1_HUMAN	ATP2B1 PMCA1	7.2.2.10
P34897	GLYM_HUMAN	SHMT2	2.1.2.1
Q8IYK4	GT252_HUMAN	COLGALT2 C1orf17 GLT25D2 KIAA0584	2.4.1.50
O60243	H6ST1_HUMAN	HS6ST1 HS6ST	2.8.2.-
P16233	LIPP_HUMAN	PNLIP	3.1.1.3
P16519	NEC2_HUMAN	PCSK2 NEC2	3.4.21.94
O76050	NEUL1_HUMAN	NEURL1 NEURL NEURL1A RNF67	2.3.2.27
O95989	NUDT3_HUMAN	NUDT3 DIPP DIPP1	3.6.1.52; 3.6.1.-
Q6N063	OGFD2_HUMAN	OGFOD2	1.14.11.-
O43252	PAPS1_HUMAN	PAPSS1 ATPSK1 PAPSS	2.7.7.4; 2.7.1.25
Q9NR21	PAR11_HUMAN	PARP11 C12orf6	2.4.2.-
Q9Y2J8	PADI2_HUMAN	PADI2 KIAA0994 PAD2 PDI2	3.5.3.15
Q9BQK8	LPIN3_HUMAN	LPIN3 LIPN3L	3.1.3.4
Q6ZMQ8	LMTK1_HUMAN	AATK AATYK KIAA0641 LMR1 LMTK1	2.7.11.1
P48163	MAOX_HUMAN	ME1	1.1.1.40
P40926	MDHM_HUMAN	MDH2	1.1.1.37
O60476	MA1A2_HUMAN	MAN1A2 MAN1B	3.2.1.113
O43148	MCES_HUMAN	RNMT KIAA0398	2.1.1.56
P33992	MCM5_HUMAN	MCM5 CDC46	3.6.4.12
Q14566	MCM6_HUMAN	MCM6	3.6.4.12
P15559	NQO1_HUMAN	NQO1 DIA4 NMOR1	1.6.5.2
Q9BSD7	NTPCR_HUMAN	NTPCR C1orf57	3.6.1.15
P11177	ODPB_HUMAN	PDHB PHE1B	1.2.4.1
Q86W56	PARG_HUMAN	PARG	3.2.1.143
Q96RG2	PASK_HUMAN	PASK KIAA0135	2.7.11.1
Q92535	PIGC_HUMAN	PIGC GPI2	2.4.1.198
Q15102	PA1B3_HUMAN	PAFAH1B3 PAFAHG	3.1.1.47
P17858	PFKAL_HUMAN	PFKL	2.7.1.11
Q08209	PP2BA_HUMAN	PPP3CA CALNA CNA	3.1.3.16
P83111	LACTB_HUMAN	LACTB MRPL56 UNQ843/PRO1781	3.4.-.-
Q92539	LPIN2_HUMAN	LPIN2 KIAA0249	3.1.3.4
Q5VXJ0	LIPK_HUMAN	LIPK LIPL2	3.1.1.-
Q5SRI9	MANEA_HUMAN	MANEA	3.2.1.130
P53779	MK10_HUMAN	MAPK10 JNK3 JNK3A PRKM10 SAPK1B	2.7.11.24
Q9UNW1	MINP1_HUMAN	MINPP1 MIPP UNQ900/PRO1917	3.1.3.62; 3.1.3.80
Q96NY9	MUS81_HUMAN	MUS81	3.1.22.-
Q6PIU2	NCEH1_HUMAN	NCEH1 AADACL1 KIAA1363	3.1.1.-
O75592	MYCB2_HUMAN	MYCBP2 KIAA0916 PAM	2.3.2.33
Q86YV6	MYLK4_HUMAN	MYLK4 SGK085	2.7.11.1
O75489	NDUS3_HUMAN	NDUFS3	7.1.1.2
Q13423	NNTM_HUMAN	NNT	7.1.1.1
P46087	NOP2_HUMAN	NOP2 NOL1 NSUN1	2.1.1.-
Q8N543	OGFD1_HUMAN	OGFOD1 KIAA1612 TPA1	1.14.11.-
Q96BN8	OTUL_HUMAN	OTULIN FAM105B	3.4.19.12
Q9NQV6	PRD10_HUMAN	PRDM10 KIAA1231 PFM7 TRIS	2.1.1.-
O60313	OPA1_HUMAN	OPA1 KIAA0567	3.6.5.5
Q8NDF8	PAPD5_HUMAN	TENT4B GLD4 PAPD5 TRF4-2 TUT3	2.7.7.19; 2.7.7.-
Q9H999	PANK3_HUMAN	PANK3	2.7.1.33
Q9UIQ6	LCAP_HUMAN	LNPEP OTASE	3.4.11.3
Q9H992	MARH7_HUMAN	MARCHF7 AXOT MARCH7 RNF177	2.3.2.27
O43708	MAAI_HUMAN	GSTZ1 MAAI	5.2.1.2; 2.5.1.18
Q00987	MDM2_HUMAN	MDM2	2.3.2.27
Q9BXT6	M10L1_HUMAN	MOV10L1	3.6.4.13
Q8N635	MEIOB_HUMAN	MEIOB C16orf73	3.1.-.-
Q15800	MSMO1_HUMAN	MSMO1 DESP4 ERG25 SC4MOL	1.14.18.9
Q53F39	MPPE1_HUMAN	MPPE1 PGAP5 PP579	3.1.-.-
O00746	NDKM_HUMAN	NME4 NM23D	2.7.4.6
Q7L1T6	NB5R4_HUMAN	CYB5R4 NCB5OR	1.6.2.2
Q86SG6	NEK8_HUMAN	NEK8 JCK NEK12A	2.7.11.1
Q8NE18	NSUN7_HUMAN	NSUN7	2.1.1.-
P78549	NTH_HUMAN	NTHL1 NTH1 OCTS3	3.2.2.-; 4.2.99.18
Q9UKK9	NUDT5_HUMAN	NUDT5 NUDIX5 HSPC115	3.6.1.13; 3.6.1.58; 2.7.7.96
P51003	PAPOA_HUMAN	PAPOLA PAP	2.7.7.19
Q9BZ23	PANK2_HUMAN	PANK2 C20orf48	2.7.1.33
P54750	PDE1A_HUMAN	PDE1A	3.1.4.17
Q9BTU6	P4K2A_HUMAN	PI4K2A	2.7.1.67
A0A075B759	PAL4E_HUMAN	PPIAL4E	5.2.1.8
Q8IY17	PLPL6_HUMAN	PNPLA6 NTE	3.1.1.5
Q93063	EXT2_HUMAN	EXT2	2.4.1.224; 2.4.1.225
P22087	FBRL_HUMAN	FBL FIB1 FLRN	2.1.1.-
Q75N03	HAKAI_HUMAN	CBLL1 HAKAI RNF188	2.3.2.27
Q9BYM8	HOIL1_HUMAN	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4	2.3.2.31
Q9H9L3	I20L2_HUMAN	ISG20L2 HSD-38 HSD38	3.1.-.-
P60842	IF4A1_HUMAN	EIF4A1 DDX2A EIF4A	3.6.4.13
Q14642	I5P1_HUMAN	INPP5A 5PTASE	3.1.3.56
Q9HB29	ILRL2_HUMAN	IL1RL2 IL1RRP2	3.2.2.6
P38567	HYALP_HUMAN	SPAM1 HYAL3 PH20	3.2.1.35
Q15349	KS6A2_HUMAN	RPS6KA2 MAPKAPK1C RSK3	2.7.11.1
P48729	KC1A_HUMAN	CSNK1A1	2.7.11.1
A8K979	ERI2_HUMAN	ERI2 EXOD1 KIAA1504	3.1.-.-
P23141	EST1_HUMAN	CES1 CES2 SES1	3.1.1.1; 3.1.1.13; 3.1.1.56
Q16134	ETFD_HUMAN	ETFDH	1.5.5.1
O95302	FKBP9_HUMAN	FKBP9 FKBP60 FKBP63	5.2.1.8
P62942	FKB1A_HUMAN	FKBP1A FKBP1 FKBP12	5.2.1.8
Q00688	FKBP3_HUMAN	FKBP3 FKBP25	5.2.1.8
P22455	FGFR4_HUMAN	FGFR4 JTK2 TKF	2.7.10.1
Q96DP5	FMT_HUMAN	MTFMT FMT FMT1	2.1.2.9
Q99999	G3ST1_HUMAN	GAL3ST1 CST	2.8.2.11
Q9NQR9	G6PC2_HUMAN	G6PC2 IGRP	3.1.3.9
Q02108	GCYA1_HUMAN	GUCY1A1 GUC1A3 GUCSA3 GUCY1A3	4.6.1.2
Q06210	GFPT1_HUMAN	GFPT1 GFAT GFPT	2.6.1.16
O60547	GMDS_HUMAN	GMDS	4.2.1.47
Q6P9A2	GLT18_HUMAN	GALNT18 GALNTL4	2.4.1.41
Q8WUI4	HDAC7_HUMAN	HDAC7 HDAC7A	3.5.1.98
Q6IA69	NADE_HUMAN	NADSYN1	6.3.5.1
Q8NEV4	MYO3A_HUMAN	MYO3A	2.7.11.1
Q147X3	NAA30_HUMAN	NAA30 C14orf35 MAK3 NAT12	2.3.1.256
Q9UQ49	NEUR3_HUMAN	NEU3	3.2.1.18
Q9NXB9	ELOV2_HUMAN	ELOVL2 ELG3 SSC2	2.3.1.199
P22413	ENPP1_HUMAN	ENPP1 M6S1 NPPS PC1 PDNP1	3.1.4.1; 3.6.1.9
Q6UWR7	ENPP6_HUMAN	ENPP6 UNQ1889/PRO4334	3.1.4.-; 3.1.4.38
O76062	ERG24_HUMAN	TM7SF2 ANG1	1.3.1.70
Q9NYL4	FKB11_HUMAN	FKBP11 FKBP19 UNQ336/PRO535	5.2.1.8
P31512	FMO4_HUMAN	FMO4 FMO2	1.14.13.8
Q6PIY7	GLD2_HUMAN	TENT2 GLD2 PAPD4	2.7.7.19
Q9HCN4	GPN1_HUMAN	GPN1 MBDIN RPAP4 XAB1 HUSSY-23	3.6.5.-
B0YJ81	HACD1_HUMAN	HACD1 PTPLA	4.2.1.134
Q6P2M8	KCC1B_HUMAN	PNCK	2.7.11.17
Q5VYY2	LIPM_HUMAN	LIPM LIPL3	3.1.1.-
O60361	NDK8_HUMAN	NME2P1	2.7.4.6
P17050	NAGAB_HUMAN	NAGA	3.2.1.49
P51956	NEK3_HUMAN	NEK3	2.7.11.1
Q5XG92	EST4A_HUMAN	CES4A CES8 UNQ440/PRO873	3.1.1.-
P54753	EPHB3_HUMAN	EPHB3 ETK2 HEK2 TYRO6	2.7.10.1
Q9P109	GCNT4_HUMAN	GCNT4	2.4.1.102
Q9H0R5	GBP3_HUMAN	GBP3	3.6.5.-
Q6ZNW5	GDPP1_HUMAN	GDPGP1 C15orf58	2.7.7.78
P51124	GRAM_HUMAN	GZMM MET1	3.4.21.-
P10144	GRAB_HUMAN	GZMB CGL1 CSPB CTLA1 GRB	3.4.21.79
Q96N76	HUTU_HUMAN	UROC1	4.2.1.49
P41743	KPCI_HUMAN	PRKCI DXS1179E	2.7.11.13
P24723	KPCL_HUMAN	PRKCH PKCL PRKCL	2.7.11.13
Q9UBS0	KS6B2_HUMAN	RPS6KB2 STK14B	2.7.11.1
O43847	NRDC_HUMAN	NRDC NRD1	3.4.24.61
Q76MJ5	ERN2_HUMAN	ERN2 IRE2	2.7.11.1; 3.1.26.-
P43250	GRK6_HUMAN	GRK6 GPRK6	2.7.11.16
Q6Y1H2	HACD2_HUMAN	HACD2 PTPLB	4.2.1.134
P41091	IF2G_HUMAN	EIF2S3 EIF2G	3.6.5.3
Q96M32	KAD7_HUMAN	AK7	2.7.4.3; 2.7.4.6
P17540	KCRS_HUMAN	CKMT2	2.7.3.2
Q9BZL6	KPCD2_HUMAN	PRKD2 PKD2 HSPC187	2.7.11.13
Q14703	MBTP1_HUMAN	MBTPS1 KIAA0091 S1P SKI1	3.4.21.112
Q9Y4K4	M4K5_HUMAN	MAP4K5	2.7.11.1
Q8NA82	MARHA_HUMAN	MARCHF10 MARCH10 RNF190	2.3.2.27
Q5TCX8	M3K21_HUMAN	MAP3K21 KIAA1804 MLK4	2.7.11.25
Q6IN84	MRM1_HUMAN	MRM1	2.1.1.-
P19404	NDUV2_HUMAN	NDUFV2	7.1.1.2
Q92935	EXTL1_HUMAN	EXTL1 EXTL	2.4.1.224
P32456	GBP2_HUMAN	GBP2	3.6.5.-
Q8IVS8	GLCTK_HUMAN	GLYCTK HBEBP4 LP5910	2.7.1.31
O95749	GGPPS_HUMAN	GGPS1	2.5.1.-; 2.5.1.1; 2.5.1.29; 2.5.1.10
Q9BUP3	HTAI2_HUMAN	HTATIP2 CC3 TIP30	1.1.1.-
Q96MA6	KAD8_HUMAN	AK8 C9orf98	2.7.4.3; 2.7.4.6
P0C870	JMJD7_HUMAN	JMJD7	1.14.11.63; 3.4.-.-
P27987	IP3KB_HUMAN	ITPKB	2.7.1.127
O95243	MBD4_HUMAN	MBD4 MED1	3.2.2.-
P09238	MMP10_HUMAN	MMP10 STMY2	3.4.24.22
Q9H903	MTD2L_HUMAN	MTHFD2L	1.5.1.15; 3.5.4.9
Q8N8M0	NAT16_HUMAN	NAT16 C7orf52	2.3.1.-
O95544	NADK_HUMAN	NADK	2.7.1.23
Q9UQL6	HDAC5_HUMAN	HDAC5 KIAA0600	3.5.1.98
Q6NVY1	HIBCH_HUMAN	HIBCH	3.1.2.4
O14920	IKKB_HUMAN	IKBKB IKKB	2.7.11.10; 2.7.11.1
Q6ZMT4	KDM7A_HUMAN	KDM7A JHDM1D KDM7 KIAA1718	1.14.11.-
O00370	LORF2_HUMAN		2.7.7.49; 3.1.21.-
Q7Z4W2	LYZL2_HUMAN	LYZL2	3.2.1.17
Q7RTP6	MICA3_HUMAN	MICAL3 KIAA0819 KIAA1364	1.14.13.225
Q13064	MKRN3_HUMAN	MKRN3 D15S9 RNF63 ZNF127	2.3.2.27
Q9BV20	MTNA_HUMAN	MRI1 MRDI UNQ6390/PRO21135	5.3.1.23
Q96GX9	MTNB_HUMAN	APIP CGI-29	4.2.1.109
Q13615	MTMR3_HUMAN	MTMR3 KIAA0371 ZFYVE10	3.1.3.48; 3.1.3.95; 3.1.3.64
Q13614	MTMR2_HUMAN	MTMR2 KIAA1073	3.1.3.95; 3.1.3.64
Q86UW6	N4BP2_HUMAN	N4BP2 B3BP KIAA1413	3.-.-.-
Q8TDQ7	GNPI2_HUMAN	GNPDA2 GNP2	3.5.99.6
Q96EK6	GNA1_HUMAN	GNPNAT1 GNA1	2.3.1.4
Q9UJM8	HAOX1_HUMAN	HAO1 GOX1 HAOX1	1.1.3.15
Q96MB7	HARB1_HUMAN	HARBI1 C11orf77	3.1.-.-
Q9HCI6	K1586_HUMAN	KIAA1586	2.3.2.-
Q15652	JHD2C_HUMAN	JMJD1C JHDM2C KIAA1380 TRIP8	1.14.11.-
Q9Y5K2	KLK4_HUMAN	KLK4 EMSP1 PRSS17 PSTS	3.4.21.-
Q9Y4K0	LOXL2_HUMAN	LOXL2	1.4.3.13
P42679	MATK_HUMAN	MATK CTK HYL	2.7.10.2
Q8N594	MPND_HUMAN	MPND	3.4.-.-
P42898	MTHR_HUMAN	MTHFR	1.5.1.20
P41227	NAA10_HUMAN	NAA10 ARD1 ARD1A TE2	2.3.1.255
Q6ZWH5	NEK10_HUMAN	NEK10	2.7.11.1
P21860	ERBB3_HUMAN	ERBB3 HER3	2.7.10.1
P04406	G3P_HUMAN	GAPDH GAPD CDABP0047 OK/SW-cl.12	1.2.1.12; 2.6.99.-
Q04446	GLGB_HUMAN	GBE1	2.4.1.18
Q8IW92	GLBL2_HUMAN	GLB1L2 MSTP014 UNQ210/PRO236	3.2.1.-
P04062	GLCM_HUMAN	GBA GC GLUC	3.2.1.45; 2.4.1.-; 3.2.1.-
Q9H2X6	HIPK2_HUMAN	HIPK2	2.7.11.1
Q5T447	HECD3_HUMAN	HECTD3	2.3.2.26
Q6UWQ5	LYZL1_HUMAN	LYZL1 LYC2 UNQ648/PRO1278	3.2.1.17
Q9UK23	NAGPA_HUMAN	NAGPA	3.1.4.45
Q9UHF3	NAT8B_HUMAN	NAT8B CML2	2.3.1.-
Q5TEU4	NDUF5_HUMAN	NDUFAF5 C20orf7	1.-.-.-; 2.1.1.-
Q6SJ93	F111B_HUMAN	FAM111B CANP	3.4.21.-
P16118	F261_HUMAN	PFKFB1 F6PK PFRX	2.7.1.105; 3.1.3.46
Q15303	ERBB4_HUMAN	ERBB4 HER4	2.7.10.1
Q5T890	ER6L2_HUMAN	ERCC6L2 C9orf102 RAD26L	3.6.4.-
P06744	G6PI_HUMAN	GPI	5.3.1.9
P35573	GDE_HUMAN	AGL GDE	2.4.1.25; 3.2.1.33
P30711	GSTT1_HUMAN	GSTT1	2.5.1.18
Q9NYQ3	HAOX2_HUMAN	HAO2 HAOX2 GIG16	1.1.3.15
P52790	HXK3_HUMAN	HK3	2.7.1.1
O14732	IMPA2_HUMAN	IMPA2 IMP.18P	3.1.3.25
Q9BY32	ITPA_HUMAN	ITPA C20orf37 My049 OK/SW-cl.9	3.6.1.9
Q96PC2	IP6K3_HUMAN	IP6K3 IHPK3	2.7.4.21
P23458	JAK1_HUMAN	JAK1 JAK1A JAK1B	2.7.10.2
Q9H7X0	NAA60_HUMAN	NAA60 HAT4 NAT15 UNQ2771/PRO7155	2.3.1.259; 2.3.1.48
A6NK58	LIPT2_HUMAN	LIPT2	2.3.1.181
Q86SG7	LYG2_HUMAN	LYG2 LYGH	3.2.1.-
Q99558	M3K14_HUMAN	MAP3K14 NIK	2.7.11.25
Q92918	M4K1_HUMAN	MAP4K1 HPK1	2.7.11.1
Q13233	M3K1_HUMAN	MAP3K1 MAPKKK1 MEKK MEKK1	2.7.11.25
P41279	M3K8_HUMAN	MAP3K8 COT ESTF	2.7.11.25
Q9NPA2	MMP25_HUMAN	MMP25 MMP20 MMPL1 MT6MMP	3.4.24.-
P00540	MOS_HUMAN	MOS	2.7.11.1
Q6UVY6	MOXD1_HUMAN	MOXD1 MOX UNQ2493/PRO5780	1.14.17.-
Q86U44	MTA70_HUMAN	METTL3 MTA70	2.1.1.348
Q13613	MTMR1_HUMAN	MTMR1	3.1.3.95; 3.1.3.64
Q9Y5B8	NDK7_HUMAN	NME7	2.7.4.6
P11182	ODB2_HUMAN	DBT BCATE2	2.3.1.168
Q7RTZ1	OVCH2_HUMAN	OVCH2 OVTN	3.4.21.-
P22612	KAPCG_HUMAN	PRKACG	2.7.11.11
O75676	KS6A4_HUMAN	RPS6KA4 MSK2	2.7.11.1
P23443	KS6B1_HUMAN	RPS6KB1 STK14A	2.7.11.1
Q13724	MOGS_HUMAN	MOGS GCS1	3.2.1.106
P30307	MPIP3_HUMAN	CDC25C	3.1.3.48
P49821	NDUV1_HUMAN	NDUFV1 UQOR1	7.1.1.2
Q9C0D9	EPT1_HUMAN	SELENOI EPT1 KIAA1724 SELI	2.7.8.1
P11413	G6PD_HUMAN	G6PD	1.1.1.49
Q10472	GALT1_HUMAN	GALNT1	2.4.1.41
P51993	FUT6_HUMAN	FUT6 FCT3A	2.4.1.152
Q5SZD4	GLYL3_HUMAN	GLYATL3 C6orf140	2.3.1.13
Q9P035	HACD3_HUMAN	HACD3 BIND1 PTPLAD1	4.2.1.134
Q9H9P8	L2HDH_HUMAN	L2HGDH C14orf160	1.1.99.2
Q6UWE0	LRSM1_HUMAN	LRSAM1 TAL UNQ6496/PRO21356	2.3.2.27
P48449	LSS_HUMAN	LSS OSC	5.4.99.7
A1Z1Q3	MACD2_HUMAN	MACROD2 C20orf133	3.5.1.-; 3.2.2.-
Q9UJA3	MCM8_HUMAN	MCM8 C20orf154	3.6.4.12
Q9HBH9	MKNK2_HUMAN	MKNK2 GPRK7 MNK2	2.7.11.1
P45984	MK09_HUMAN	MAPK9 JNK2 PRKM9 SAPK1A	2.7.11.24
Q8N119	MMP21_HUMAN	MMP21	3.4.24.-
Q5EB52	MEST_HUMAN	MEST PEG1	3.-.-.-
Q09327	MGAT3_HUMAN	MGAT3 GGNT3	2.4.1.144
P43490	NAMPT_HUMAN	NAMPT PBEF PBEF1	2.4.2.12
Q8NG66	NEK11_HUMAN	NEK11	2.7.11.1
P14735	IDE_HUMAN	IDE	3.4.24.56
Q9H1B7	I2BPL_HUMAN	IRF2BPL C14orf4 EAP1 KIAA1865 My039	2.3.2.27
P26440	IVD_HUMAN	IVD	1.3.8.4; 1.3.8.1
P04183	KITH_HUMAN	TK1	2.7.1.21
Q9UKQ9	KLK9_HUMAN	KLK9	3.4.21.-
P29375	KDM5A_HUMAN	KDM5A JARID1A RBBP2 RBP2	1.14.11.67
Q99759	M3K3_HUMAN	MAP3K3 MAPKKK3 MEKK3	2.7.11.25
P46934	NEDD4_HUMAN	NEDD4 KIAA0093 NEDD4-1 PIG53	2.3.2.26
O75306	NDUS2_HUMAN	NDUFS2	7.1.1.2
Q9ULD0	OGDHL_HUMAN	OGDHL KIAA1290	1.2.4.-
P04181	OAT_HUMAN	OAT	2.6.1.13
Q7Z6Z7	HUWE1_HUMAN	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	2.3.2.26
Q9Y6K8	KAD5_HUMAN	AK5	2.7.4.3; 2.7.4.6
Q8NB78	KDM1B_HUMAN	KDM1B AOF1 C6orf193 LSD2	1.14.99.66
Q92831	KAT2B_HUMAN	KAT2B PCAF	2.3.1.48; 2.3.1.57
P07195	LDHB_HUMAN	LDHB	1.1.1.27
Q9Y2K7	KDM2A_HUMAN	KDM2A CXXC8 FBL11 FBL7 FBXL11 JHDM1A KIAA1004	1.14.11.27
Q9H6V9	LDAH_HUMAN	LDAH C2orf43	3.1.1.-
P09848	LPH_HUMAN	LCT LPH	3.2.1.108; 3.2.1.62
Q96RQ3	MCCA_HUMAN	MCCC1 MCCA	6.4.1.4
Q6P1A2	MBOA5_HUMAN	LPCAT3 MBOAT5 OACT5	2.3.1.-; 2.3.1.23; 2.3.1.n7; 2.3.1.n6
Q9NRE1	MMP26_HUMAN	MMP26	3.4.24.-
Q13496	MTM1_HUMAN	MTM1 CG2	3.1.3.95; 3.1.3.64
Q96EF0	MTMR8_HUMAN	MTMR8	3.1.3.95; 3.1.3.64
O75414	NDK6_HUMAN	NME6	2.7.4.6
P30414	NKTR_HUMAN	NKTR	5.2.1.8
Q86UY8	NT5D3_HUMAN	NT5DC3 GNN TU12B1-TY	3.1.3.-
Q7RTY7	OVCH1_HUMAN	OVCH1	3.4.21.-
Q7Z4N8	P4HA3_HUMAN	P4HA3 UNQ711/PRO1374	1.14.11.2
Q9NR19	ACSA_HUMAN	ACSS2 ACAS2	6.2.1.1; 6.2.1.17
Q96CM8	ACSF2_HUMAN	ACSF2 UNQ493/PRO1009	6.2.1.2
A2PYH4	HFM1_HUMAN	HFM1 SEC3D1	3.6.4.12
Q9NZN1	IRPL1_HUMAN	IL1RAPL1 OPHN4	3.2.2.6
Q8N5S9	KKCC1_HUMAN	CAMKK1 CAMKKA	2.7.11.17
Q9NQR1	KMT5A_HUMAN	KMT5A PRSET7 SET07 SET8 SETD8	2.1.1.-; 2.1.1.361
P23276	KELL_HUMAN	KEL	3.4.24.-
Q15139	KPCD1_HUMAN	PRKD1 PKD PKD1 PRKCM	2.7.11.13
Q03112	MECOM_HUMAN	MECOM EVI1 MDS1 PRDM3	2.1.1.-
P21439	MDR3_HUMAN	ABCB4 MDR3 PGY3	7.6.2.1
Q8IVL1	NAV2_HUMAN	NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2	3.6.4.12
Q14249	NUCG_HUMAN	ENDOG	3.1.30.-
Q8WV74	NUDT8_HUMAN	NUDT8	3.6.1.-
O60285	NUAK1_HUMAN	NUAK1 ARK5 KIAA0537 OMPHK1	2.7.11.1
P22570	ADRO_HUMAN	FDXR ADXR	1.18.1.6
Q8TF62	AT8B4_HUMAN	ATP8B4 KIAA1939	7.6.2.1
P54252	ATX3_HUMAN	ATXN3 ATX3 MJD MJD1 SCA3	3.4.19.12
P21128	ENDOU_HUMAN	ENDOU	3.1.-.-
O75460	ERN1_HUMAN	ERN1 IRE1	2.7.11.1; 3.1.26.-
Q14697	GANAB_HUMAN	GANAB G2AN KIAA0088	3.2.1.207
Q9BTY2	FUCO2_HUMAN	FUCA2 PSEC0151 UNQ227/PRO260	3.2.1.51
Q02742	GCNT1_HUMAN	GCNT1 NACGT2	2.4.1.102
Q3B7J2	GFOD2_HUMAN	GFOD2 UNQ9430/PRO34691	1.-.-.-
P53667	LIMK1_HUMAN	LIMK1 LIMK	2.7.11.1
P20794	MAK_HUMAN	MAK	2.7.11.1
Q93070	NAR4_HUMAN	ART4 DO DOK1	2.4.2.31
Q9UHE5	NAT8_HUMAN	NAT8 CML1 GLA TSC501	2.3.1.-; 2.3.1.80
P00387	NB5R3_HUMAN	CYB5R3 DIA1	1.6.2.2
Q8TAT5	NEIL3_HUMAN	NEIL3	3.2.2.-; 4.2.99.18
Q96IV0	NGLY1_HUMAN	NGLY1 PNG1	3.5.1.52
Q96PU5	NED4L_HUMAN	NEDD4L KIAA0439 NEDL3	2.3.2.26
Q9BXD5	NPL_HUMAN	NPL C1orf13	4.1.3.3
Q99519	NEUR1_HUMAN	NEU1 NANH	3.2.1.18
P00533	EGFR_HUMAN	EGFR ERBB ERBB1 HER1	2.7.10.1
A2VDF0	FUCM_HUMAN	FUOM C10orf125	5.1.3.29
Q53EU6	GPAT3_HUMAN	GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492	2.3.1.15; 2.3.1.51
Q14749	GNMT_HUMAN	GNMT	2.1.1.20
O15228	GNPAT_HUMAN	GNPAT DAPAT DHAPAT	2.3.1.42
Q9NPB8	GPCP1_HUMAN	GPCPD1 GDE5 KIAA1434	3.1.4.2
Q8N3Y3	LARG2_HUMAN	LARGE2 GYLTL1B PP5656	2.4.-.-; 2.4.2.-; 2.4.1.-
Q92551	IP6K1_HUMAN	IP6K1 IHPK1 KIAA0263	2.7.4.21
